index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
15,74,	137	37	0	37	27869	33	872	0	0	0	0	1	872	4668	74	0	330
15,75,	137	28	0	28	27860	33	717	0	0	0	0	1	717	4146	56	0	330
15,76,	138	26	0	26	28054	33	557	0	0	0	0	1	557	4124	52	0	330
15,77,	138	25	0	25	28013	33	616	0	0	0	0	1	616	4280	50	0	330
15,78,	138	25	0	25	28013	33	614	0	0	0	0	1	614	4333	50	0	330
15,79,	137	31	0	31	27860	32	820	0	0	0	0	1	820	4363	62	0	330
15,80,	138	24	0	24	28013	33	550	0	0	0	0	1	550	4190	46	0	330
15,81,	137	27	0	27	27847	32	558	0	0	0	0	1	558	3856	54	0	330
15,82,	138	34	0	34	28004	32	1103	0	0	0	0	2	1103	7554	68	0	329
15,83,	138	29	0	29	28032	33	575	0	0	0	0	1	575	4698	58	0	330
15,84,	138	28	0	28	28029	33	570	0	0	0	0	1	570	4256	56	0	330
15,85,	138	29	0	29	28032	33	612	0	0	0	0	1	612	4316	58	0	330
15,86,	138	26	0	26	28026	33	554	0	0	0	0	1	554	3878	52	0	330
15,87,	138	26	0	26	28054	33	574	0	0	0	0	1	574	4003	52	0	330
15,88,	138	21	0	21	28013	33	550	0	0	0	0	1	550	3891	42	0	330
15,89,	138	25	0	25	28036	33	635	0	0	0	0	1	635	4217	50	0	330
15,90,	137	24	0	24	27836	33	613	0	0	0	0	1	613	3620	48	0	330
15,91,	138	22	0	22	28032	33	550	0	0	0	0	1	550	3803	44	0	330
15,92,	138	21	0	21	28013	33	550	0	0	0	0	1	550	3891	42	0	330
15,93,	138	26	0	26	28026	33	605	0	0	0	0	1	605	3840	52	0	330
15,94,	138	22	0	22	28032	33	550	0	0	0	0	1	550	3803	44	0	330
15,95,	138	21	0	21	28013	33	550	0	0	0	0	1	550	3650	42	0	330
15,96,	138	36	0	36	28011	33	1347	0	0	0	0	2	1347	8001	72	0	329
15,97,	138	20	0	20	28013	33	550	0	0	0	0	1	550	3651	40	0	330
15,98,	138	20	0	20	28013	33	550	0	0	0	0	1	550	3651	40	0	330
15,99,	138	20	0	20	28013	33	550	0	0	0	0	1	550	3651	40	0	330
16,17,	137	45	0	45	27935	32	1197	0	0	0	0	1	1197	4666	88	0	330
16,18,	137	51	0	51	27927	33	696	0	0	0	0	1	696	4629	102	0	330
16,19,	137	38	0	38	27916	32	585	0	0	0	0	1	585	4030	76	0	330
16,20,	137	38	0	38	27902	33	926	0	0	0	0	1	926	4331	76	0	330
16,21,	137	41	0	41	27908	33	440	0	0	0	0	1	440	4341	82	0	330
16,22,	137	35	0	35	27893	33	471	0	0	0	0	1	471	4124	70	0	330
16,23,	137	42	0	42	27879	33	479	0	0	0	0	1	479	4730	84	0	330
16,24,	137	28	0	28	27819	33	427	0	0	0	0	1	427	3377	56	0	330
16,25,	137	40	0	40	27867	33	431	0	0	0	0	1	431	4725	80	0	330
16,26,	137	37	0	37	27863	33	576	0	0	0	0	1	576	4595	74	0	330
16,27,	137	40	0	40	27912	33	502	0	0	0	0	1	502	4164	80	0	330
16,28,	137	41	0	41	27908	33	428	0	0	0	0	1	428	4302	82	0	330
16,29,	137	41	0	41	27899	33	684	0	0	0	0	1	684	4534	82	0	330
16,30,	137	32	0	32	27894	33	460	0	0	0	0	1	460	3757	64	0	330
16,31,	137	32	0	32	27840	33	454	0	0	0	0	1	454	4038	64	0	330
16,32,	137	39	0	39	27890	33	975	0	0	0	0	1	975	4442	78	0	330
16,33,	137	36	0	36	27903	32	452	0	0	0	0	1	452	4041	72	0	330
16,34,	137	30	0	30	27842	33	437	0	0	0	0	1	437	3911	60	0	330
16,35,	137	29	0	29	27835	33	435	0	0	0	0	1	435	3566	58	0	330
16,36,	137	26	0	26	27842	33	422	0	0	0	0	1	422	3241	52	0	330
16,37,	137	26	0	26	27839	33	428	0	0	0	0	1	428	3270	52	0	330
16,38,	137	28	0	28	27840	33	474	0	0	0	0	1	474	3321	56	0	330
16,39,	137	27	0	27	27846	33	422	0	0	0	0	1	422	3319	54	0	330
16,40,	137	28	0	28	27832	33	672	0	0	0	0	1	672	3621	56	0	330
16,41,	137	25	0	25	27818	33	422	0	0	0	0	1	422	3188	50	0	330
16,42,	137	26	0	26	27509	33	763	0	0	0	0	2	763	4719	52	0	329
16,43,	137	25	0	25	27810	33	425	0	0	0	0	1	425	3199	50	0	330
16,44,	137	23	0	23	27806	33	422	0	0	0	0	1	422	2987	46	0	330
16,45,	137	26	0	26	27809	33	423	0	0	0	0	1	423	3168	52	0	330
16,46,	134	140	57	197	26485	32	18686	5	5	5	1	14	18497	32471	384	189	311
16,47,	137	81	0	81	28035	32	9181	0	0	0	0	2	9181	12640	160	0	329
16,48,	137	68	0	68	27998	31	3029	0	0	0	0	1	3029	6197	136	0	330
16,49,	136	69	9	78	27732	31	2933	1	1	1	1	1	2929	7881	156	4	329
16,50,	137	72	0	72	27952	33	1792	0	0	0	0	1	1792	5736	144	0	330
16,51,	137	89	0	89	28054	32	5515	0	0	0	0	1	5515	7892	178	0	330
16,52,	137	92	0	92	28087	31	9649	0	0	0	0	1	9649	11884	182	0	330
16,53,	137	46	16	62	25996	31	7408	2	2	2	1	6	6592	30553	118	816	317
16,54,	137	100	5	105	27907	33	12772	1	1	1	1	4	12763	18296	206	9	326
16,55,	137	71	0	71	28006	32	3125	0	0	0	0	1	3125	6240	140	0	330
16,56,	137	78	0	78	27982	32	3249	0	0	0	0	1	3249	6719	156	0	330
16,57,	137	84	12	96	27844	32	5185	2	2	2	1	1	5055	11102	190	130	328
16,58,	136	70	9	79	27579	31	3830	1	1	1	1	2	3640	10120	156	190	328
16,59,	137	56	0	56	27941	33	908	0	0	0	0	1	908	4810	112	0	330
16,60,	137	66	0	66	27825	32	2291	0	0	0	0	2	2291	7411	132	0	329
16,61,	137	49	0	49	27911	33	1291	0	0	0	0	1	1291	5240	98	0	330
16,62,	138	48	0	48	28149	33	1423	0	0	0	0	1	1423	4720	96	0	330
16,63,	137	57	0	57	27977	32	1412	0	0	0	0	1	1412	4867	114	0	330
16,64,	137	55	0	55	27958	33	1098	0	0	0	0	1	1098	4866	110	0	330
16,65,	137	63	0	63	27994	33	1761	0	0	0	0	1	1761	4948	126	0	330
16,66,	137	42	0	42	27920	32	784	0	0	0	0	1	784	4286	82	0	330
16,67,	137	45	0	45	27957	32	1164	0	0	0	0	1	1164	4358	88	0	330
16,68,	137	56	0	56	27972	32	1280	0	0	0	0	1	1280	4816	112	0	330
16,69,	137	39	0	39	27903	32	987	0	0	0	0	1	987	4529	78	0	330
16,70,	137	36	0	36	27900	33	816	0	0	0	0	1	816	4236	72	0	330
16,71,	137	44	0	44	27908	33	923	0	0	0	0	1	923	4617	88	0	330
16,72,	137	37	0	37	27915	33	578	0	0	0	0	1	578	4170	74	0	330
16,73,	138	32	0	32	28079	32	612	0	0	0	0	1	612	4425	64	0	330
16,74,	137	40	0	40	27898	33	744	0	0	0	0	1	744	4402	80	0	330
16,75,	137	31	0	31	27889	33	589	0	0	0	0	1	589	3878	62	0	330
16,76,	138	29	0	29	28083	33	429	0	0	0	0	1	429	3853	58	0	330
16,77,	138	28	0	28	28042	33	488	0	0	0	0	1	488	4014	56	0	330
16,78,	138	28	0	28	28042	33	486	0	0	0	0	1	486	4068	56	0	330
16,79,	137	34	0	34	27889	33	692	0	0	0	0	1	692	4096	68	0	330
16,80,	138	27	0	27	28042	33	422	0	0	0	0	1	422	4081	54	0	330
16,81,	137	30	0	30	27876	33	430	0	0	0	0	1	430	3591	60	0	330
16,82,	138	37	0	37	28033	32	975	0	0	0	0	2	975	7068	72	0	329
16,83,	138	32	0	32	28061	33	447	0	0	0	0	1	447	4431	64	0	330
16,84,	138	31	0	31	28058	33	442	0	0	0	0	1	442	3989	62	0	330
16,85,	138	32	0	32	28061	33	484	0	0	0	0	1	484	4049	64	0	330
16,86,	138	29	0	29	28055	33	426	0	0	0	0	1	426	3610	58	0	330
16,87,	138	29	0	29	28083	33	446	0	0	0	0	1	446	3732	58	0	330
16,88,	138	24	0	24	28042	33	422	0	0	0	0	1	422	3622	48	0	330
16,89,	138	28	0	28	28065	33	507	0	0	0	0	1	507	3948	56	0	330
16,90,	137	27	0	27	27865	33	485	0	0	0	0	1	485	3352	54	0	330
16,91,	138	25	0	25	28061	33	422	0	0	0	0	1	422	3535	50	0	330
16,92,	138	24	0	24	28042	33	422	0	0	0	0	1	422	3622	48	0	330
16,93,	138	29	0	29	28055	33	477	0	0	0	0	1	477	3572	58	0	330
16,94,	138	25	0	25	28061	33	422	0	0	0	0	1	422	3535	50	0	330
16,95,	138	24	0	24	28042	33	422	0	0	0	0	1	422	3382	48	0	330
16,96,	138	39	0	39	28040	33	1219	0	0	0	0	2	1219	7729	78	0	329
16,97,	138	23	0	23	28042	33	422	0	0	0	0	1	422	3383	46	0	330
16,98,	138	23	0	23	28042	33	422	0	0	0	0	1	422	3383	46	0	330
16,99,	138	23	0	23	28042	33	422	0	0	0	0	1	422	3383	46	0	330
17,18,	137	52	0	52	27915	32	1049	0	0	0	0	1	1049	5013	104	0	330
17,19,	137	39	0	39	27903	32	938	0	0	0	0	1	938	4407	76	0	330
17,20,	137	39	0	39	27890	32	1279	0	0	0	0	1	1279	4716	78	0	330
17,21,	137	42	0	42	27896	32	793	0	0	0	0	1	793	4726	84	0	330
17,22,	137	36	0	36	27881	32	824	0	0	0	0	1	824	4508	72	0	330
17,23,	137	43	0	43	27867	32	832	0	0	0	0	1	832	5114	86	0	330
17,24,	137	29	0	29	27807	32	780	0	0	0	0	1	780	3759	58	0	330
17,25,	137	41	0	41	27855	32	784	0	0	0	0	1	784	5108	82	0	330
17,26,	137	38	0	38	27851	32	929	0	0	0	0	1	929	4978	76	0	330
17,27,	137	41	0	41	27900	32	855	0	0	0	0	1	855	4549	82	0	330
17,28,	137	42	0	42	27896	32	781	0	0	0	0	1	781	4687	84	0	330
17,29,	137	42	0	42	27887	32	1037	0	0	0	0	1	1037	4918	84	0	330
17,30,	137	33	0	33	27882	32	813	0	0	0	0	1	813	4141	66	0	330
17,31,	137	33	0	33	27828	32	807	0	0	0	0	1	807	4419	66	0	330
17,32,	137	40	0	40	27878	32	1328	0	0	0	0	1	1328	4824	80	0	330
17,33,	137	37	0	37	27891	32	805	0	0	0	0	1	805	4426	74	0	330
17,34,	137	31	0	31	27830	32	790	0	0	0	0	1	790	4294	62	0	330
17,35,	137	30	0	30	27823	32	788	0	0	0	0	1	788	3948	60	0	330
17,36,	137	27	0	27	27830	32	775	0	0	0	0	1	775	3623	54	0	330
17,37,	137	27	0	27	27827	32	781	0	0	0	0	1	781	3651	54	0	330
17,38,	137	29	0	29	27828	32	827	0	0	0	0	1	827	3704	58	0	330
17,39,	137	28	0	28	27834	32	775	0	0	0	0	1	775	3701	56	0	330
17,40,	137	29	0	29	27820	32	1025	0	0	0	0	1	1025	4003	58	0	330
17,41,	137	26	0	26	27806	32	775	0	0	0	0	1	775	3570	52	0	330
17,42,	137	27	0	27	27497	32	1116	0	0	0	0	2	1116	5101	54	0	329
17,43,	137	26	0	26	27798	32	778	0	0	0	0	1	778	3582	52	0	330
17,44,	137	24	0	24	27794	32	775	0	0	0	0	1	775	3369	48	0	330
17,45,	137	27	0	27	27797	32	776	0	0	0	0	1	776	3550	54	0	330
17,46,	134	141	57	198	26467	32	19039	5	5	5	1	14	18850	32948	386	189	311
17,47,	137	82	0	82	28023	32	9534	0	0	0	0	2	9534	13004	162	0	329
17,48,	137	69	0	69	27986	31	3382	0	0	0	0	1	3382	6582	138	0	330
17,49,	136	70	9	79	27720	31	3286	1	1	1	1	1	3282	8260	158	4	329
17,50,	137	73	0	73	27940	32	2145	0	0	0	0	1	2145	6120	146	0	330
17,51,	137	90	0	90	28042	31	5868	0	0	0	0	1	5868	8275	180	0	330
17,52,	137	93	0	93	28077	31	10002	0	0	0	0	1	10002	12352	186	0	330
17,53,	137	47	16	63	25984	31	7761	2	2	2	1	6	6945	30961	120	816	317
17,54,	137	101	5	106	27895	32	13125	1	1	1	1	4	13116	18661	208	9	326
17,55,	137	72	0	72	27994	31	3478	0	0	0	0	1	3478	6610	142	0	330
17,56,	137	79	0	79	27970	31	3602	0	0	0	0	1	3602	7102	158	0	330
17,57,	137	85	12	97	27832	31	5538	2	2	2	1	1	5408	11463	192	130	328
17,58,	136	71	9	80	27567	31	4183	1	1	1	1	2	3993	10507	158	190	328
17,59,	137	57	0	57	27929	32	1261	0	0	0	0	1	1261	5195	114	0	330
17,60,	137	67	0	67	27813	31	2644	0	0	0	0	2	2644	7799	134	0	329
17,61,	137	50	0	50	27899	32	1644	0	0	0	0	1	1644	5626	100	0	330
17,62,	138	49	0	49	28137	32	1776	0	0	0	0	1	1776	5104	98	0	330
17,63,	137	58	0	58	27965	32	1765	0	0	0	0	1	1765	5253	116	0	330
17,64,	137	56	0	56	27946	32	1451	0	0	0	0	1	1451	5252	112	0	330
17,65,	137	64	0	64	27982	32	2114	0	0	0	0	1	2114	5334	128	0	330
17,66,	137	43	0	43	27908	32	1137	0	0	0	0	1	1137	4682	84	0	330
17,67,	137	46	0	46	27945	32	1517	0	0	0	0	1	1517	4710	90	0	330
17,68,	137	57	0	57	27960	32	1633	0	0	0	0	1	1633	5202	114	0	330
17,69,	137	40	0	40	27891	32	1340	0	0	0	0	1	1340	4914	80	0	330
17,70,	137	37	0	37	27888	32	1169	0	0	0	0	1	1169	4621	74	0	330
17,71,	137	45	0	45	27896	32	1276	0	0	0	0	1	1276	4999	90	0	330
17,72,	137	38	0	38	27903	32	931	0	0	0	0	1	931	4554	76	0	330
17,73,	138	33	0	33	28067	31	965	0	0	0	0	1	965	4810	66	0	330
17,74,	137	41	0	41	27886	32	1097	0	0	0	0	1	1097	4785	82	0	330
17,75,	137	32	0	32	27877	32	942	0	0	0	0	1	942	4261	64	0	330
17,76,	138	30	0	30	28071	32	782	0	0	0	0	1	782	4237	60	0	330
17,77,	138	29	0	29	28030	32	841	0	0	0	0	1	841	4397	58	0	330
17,78,	138	29	0	29	28030	32	839	0	0	0	0	1	839	4451	58	0	330
17,79,	137	35	0	35	27877	32	1045	0	0	0	0	1	1045	4479	70	0	330
17,80,	138	28	0	28	28030	32	775	0	0	0	0	1	775	4464	56	0	330
17,81,	137	31	0	31	27864	32	783	0	0	0	0	1	783	3975	62	0	330
17,82,	138	38	0	38	28021	32	1328	0	0	0	0	2	1328	7475	74	0	329
17,83,	138	33	0	33	28049	32	800	0	0	0	0	1	800	4815	66	0	330
17,84,	138	32	0	32	28046	32	795	0	0	0	0	1	795	4373	64	0	330
17,85,	138	33	0	33	28049	32	837	0	0	0	0	1	837	4433	66	0	330
17,86,	138	30	0	30	28043	32	779	0	0	0	0	1	779	3994	60	0	330
17,87,	138	30	0	30	28071	32	799	0	0	0	0	1	799	4115	60	0	330
17,88,	138	25	0	25	28030	32	775	0	0	0	0	1	775	4005	50	0	330
17,89,	138	29	0	29	28053	32	860	0	0	0	0	1	860	4331	58	0	330
17,90,	137	28	0	28	27853	32	838	0	0	0	0	1	838	3735	56	0	330
17,91,	138	26	0	26	28049	32	775	0	0	0	0	1	775	3919	52	0	330
17,92,	138	25	0	25	28030	32	775	0	0	0	0	1	775	4005	50	0	330
17,93,	138	30	0	30	28043	32	830	0	0	0	0	1	830	3955	60	0	330
17,94,	138	26	0	26	28049	32	775	0	0	0	0	1	775	3919	52	0	330
17,95,	138	25	0	25	28030	32	775	0	0	0	0	1	775	3765	50	0	330
17,96,	138	40	0	40	28028	32	1572	0	0	0	0	2	1572	8111	80	0	329
17,97,	138	24	0	24	28030	32	775	0	0	0	0	1	775	3766	48	0	330
17,98,	138	24	0	24	28030	32	775	0	0	0	0	1	775	3766	48	0	330
17,99,	138	24	0	24	28030	32	775	0	0	0	0	1	775	3766	48	0	330
18,19,	137	45	0	45	27895	32	437	0	0	0	0	1	437	4361	90	0	330
18,20,	137	45	0	45	27881	33	778	0	0	0	0	1	778	4651	90	0	330
18,21,	137	48	0	48	27887	33	292	0	0	0	0	1	292	4648	96	0	330
18,22,	137	42	0	42	27872	33	323	0	0	0	0	1	323	4446	84	0	330
18,23,	137	49	0	49	27858	33	331	0	0	0	0	1	331	5040	98	0	330
18,24,	137	35	0	35	27798	33	279	0	0	0	0	1	279	3696	70	0	330
18,25,	137	47	0	47	27846	33	283	0	0	0	0	1	283	5036	94	0	330
18,26,	137	44	0	44	27842	33	428	0	0	0	0	1	428	4907	88	0	330
18,27,	137	47	0	47	27891	33	354	0	0	0	0	1	354	4473	94	0	330
18,28,	137	48	0	48	27886	33	280	0	0	0	0	1	280	4605	94	0	330
18,29,	137	48	0	48	27878	33	536	0	0	0	0	1	536	4843	96	0	330
18,30,	137	39	0	39	27873	33	312	0	0	0	0	1	312	4070	78	0	330
18,31,	137	39	0	39	27819	33	306	0	0	0	0	1	306	4353	78	0	330
18,32,	137	46	0	46	27869	33	827	0	0	0	0	1	827	4753	92	0	330
18,33,	137	43	0	43	27882	32	304	0	0	0	0	1	304	4368	86	0	330
18,34,	137	37	0	37	27821	33	289	0	0	0	0	1	289	4228	74	0	330
18,35,	137	36	0	36	27814	33	287	0	0	0	0	1	287	3884	72	0	330
18,36,	137	33	0	33	27821	33	274	0	0	0	0	1	274	3561	66	0	330
18,37,	137	33	0	33	27818	33	280	0	0	0	0	1	280	3589	66	0	330
18,38,	137	35	0	35	27819	33	326	0	0	0	0	1	326	3639	70	0	330
18,39,	137	34	0	34	27825	33	274	0	0	0	0	1	274	3638	68	0	330
18,40,	137	35	0	35	27811	33	524	0	0	0	0	1	524	3938	70	0	330
18,41,	137	32	0	32	27797	33	274	0	0	0	0	1	274	3508	64	0	330
18,42,	137	33	0	33	27488	33	615	0	0	0	0	2	615	5039	66	0	329
18,43,	137	32	0	32	27789	33	277	0	0	0	0	1	277	3519	64	0	330
18,44,	137	30	0	30	27785	33	274	0	0	0	0	1	274	3306	60	0	330
18,45,	137	33	0	33	27788	33	275	0	0	0	0	1	275	3487	66	0	330
18,46,	134	147	57	204	26457	32	18538	5	5	5	1	14	18349	32783	396	189	311
18,47,	137	88	0	88	28017	32	9033	0	0	0	0	2	9033	12981	176	0	329
18,48,	137	75	0	75	27977	32	2881	0	0	0	0	1	2881	6511	150	0	330
18,49,	136	76	9	85	27710	32	2785	1	1	1	1	1	2781	8155	168	4	329
18,50,	137	79	0	79	27930	33	1644	0	0	0	0	1	1644	6034	156	0	330
18,51,	137	96	0	96	28032	32	5367	0	0	0	0	1	5367	8156	190	0	330
18,52,	137	99	0	99	28067	32	9501	0	0	0	0	1	9501	12176	196	0	330
18,53,	137	53	16	69	25977	31	7260	2	2	2	1	6	6444	30927	132	816	317
18,54,	137	107	5	112	27881	33	12624	1	1	1	1	4	12615	18657	220	9	326
18,55,	137	78	0	78	27986	32	2977	0	0	0	0	1	2977	6599	156	0	330
18,56,	137	85	0	85	27960	32	3101	0	0	0	0	1	3101	6991	168	0	330
18,57,	137	91	12	103	27823	32	5037	2	2	2	1	1	4907	11400	204	130	328
18,58,	136	77	9	86	27558	31	3682	1	1	1	1	2	3492	10427	170	190	328
18,59,	137	63	0	63	27919	33	760	0	0	0	0	1	760	5129	124	0	330
18,60,	137	73	0	73	27802	32	2143	0	0	0	0	2	2143	7670	144	0	329
18,61,	137	56	0	56	27890	33	1143	0	0	0	0	1	1143	5556	112	0	330
18,62,	138	55	0	55	28128	33	1275	0	0	0	0	1	1275	4984	108	0	330
18,63,	137	64	0	64	27956	33	1264	0	0	0	0	1	1264	5179	128	0	330
18,64,	137	62	0	62	27937	33	950	0	0	0	0	1	950	5172	124	0	330
18,65,	137	70	0	70	27972	33	1613	0	0	0	0	1	1613	5239	138	0	330
18,66,	137	49	0	49	27900	32	636	0	0	0	0	1	636	4632	98	0	330
18,67,	137	52	0	52	27937	33	1016	0	0	0	0	1	1016	4688	104	0	330
18,68,	137	63	0	63	27951	33	1132	0	0	0	0	1	1132	5126	126	0	330
18,69,	137	46	0	46	27882	32	839	0	0	0	0	1	839	4853	92	0	330
18,70,	137	43	0	43	27879	33	668	0	0	0	0	1	668	4556	86	0	330
18,71,	137	51	0	51	27887	33	775	0	0	0	0	1	775	4922	102	0	330
18,72,	137	44	0	44	27894	33	430	0	0	0	0	1	430	4490	88	0	330
18,73,	138	39	0	39	28058	32	464	0	0	0	0	1	464	4739	78	0	330
18,74,	137	47	0	47	27877	33	596	0	0	0	0	1	596	4710	94	0	330
18,75,	137	38	0	38	27868	33	441	0	0	0	0	1	441	4196	76	0	330
18,76,	138	36	0	36	28062	33	281	0	0	0	0	1	281	4175	72	0	330
18,77,	138	35	0	35	28021	33	340	0	0	0	0	1	340	4331	70	0	330
18,78,	138	35	0	35	28021	33	338	0	0	0	0	1	338	4385	70	0	330
18,79,	137	41	0	41	27868	32	544	0	0	0	0	1	544	4414	82	0	330
18,80,	138	34	0	34	28021	33	274	0	0	0	0	1	274	4398	68	0	330
18,81,	137	37	0	37	27855	32	282	0	0	0	0	1	282	3906	74	0	330
18,82,	138	44	0	44	28012	32	827	0	0	0	0	2	827	7607	88	0	329
18,83,	138	39	0	39	28040	33	299	0	0	0	0	1	299	4745	78	0	330
18,84,	138	38	0	38	28037	33	294	0	0	0	0	1	294	4305	76	0	330
18,85,	138	39	0	39	28040	33	336	0	0	0	0	1	336	4365	78	0	330
18,86,	138	36	0	36	28034	33	278	0	0	0	0	1	278	3928	72	0	330
18,87,	138	36	0	36	28062	33	298	0	0	0	0	1	298	4053	72	0	330
18,88,	138	31	0	31	28021	33	274	0	0	0	0	1	274	3939	62	0	330
18,89,	138	35	0	35	28044	33	359	0	0	0	0	1	359	4266	70	0	330
18,90,	137	34	0	34	27844	33	337	0	0	0	0	1	337	3671	68	0	330
18,91,	138	32	0	32	28040	33	274	0	0	0	0	1	274	3852	64	0	330
18,92,	138	31	0	31	28021	33	274	0	0	0	0	1	274	3939	62	0	330
18,93,	138	36	0	36	28034	33	329	0	0	0	0	1	329	3890	72	0	330
18,94,	138	32	0	32	28040	33	274	0	0	0	0	1	274	3852	64	0	330
18,95,	138	31	0	31	28021	33	274	0	0	0	0	1	274	3699	62	0	330
18,96,	138	46	0	46	28019	33	1071	0	0	0	0	2	1071	8052	92	0	329
18,97,	138	30	0	30	28021	33	274	0	0	0	0	1	274	3700	60	0	330
18,98,	138	30	0	30	28021	33	274	0	0	0	0	1	274	3700	60	0	330
18,99,	138	30	0	30	28021	33	274	0	0	0	0	1	274	3700	60	0	330
19,20,	137	32	0	32	27870	32	667	0	0	0	0	1	667	4061	64	0	330
19,21,	137	35	0	35	27876	32	181	0	0	0	0	1	181	4072	70	0	330
19,22,	137	29	0	29	27861	32	212	0	0	0	0	1	212	3855	58	0	330
19,23,	137	36	0	36	27847	32	220	0	0	0	0	1	220	4462	72	0	330
19,24,	137	22	0	22	27787	32	168	0	0	0	0	1	168	3106	44	0	330
19,25,	137	34	0	34	27835	32	172	0	0	0	0	1	172	4456	68	0	330
19,26,	137	31	0	31	27831	32	317	0	0	0	0	1	317	4325	62	0	330
19,27,	137	34	0	34	27880	32	243	0	0	0	0	1	243	3896	68	0	330
19,28,	137	35	0	35	27876	32	169	0	0	0	0	1	169	4034	70	0	330
19,29,	137	35	0	35	27867	32	425	0	0	0	0	1	425	4264	70	0	330
19,30,	137	26	0	26	27862	32	201	0	0	0	0	1	201	3487	52	0	330
19,31,	137	26	0	26	27808	32	195	0	0	0	0	1	195	3767	52	0	330
19,32,	137	33	0	33	27858	32	716	0	0	0	0	1	716	4169	66	0	330
19,33,	137	30	0	30	27871	32	193	0	0	0	0	1	193	3770	60	0	330
19,34,	137	24	0	24	27810	32	178	0	0	0	0	1	178	3642	48	0	330
19,35,	137	23	0	23	27803	32	176	0	0	0	0	1	176	3295	46	0	330
19,36,	137	20	0	20	27810	32	163	0	0	0	0	1	163	2971	40	0	330
19,37,	137	20	0	20	27807	32	169	0	0	0	0	1	169	2999	40	0	330
19,38,	137	22	0	22	27808	32	215	0	0	0	0	1	215	3050	44	0	330
19,39,	137	21	0	21	27814	32	163	0	0	0	0	1	163	3049	42	0	330
19,40,	137	22	0	22	27800	32	413	0	0	0	0	1	413	3350	44	0	330
19,41,	137	19	0	19	27786	32	163	0	0	0	0	1	163	2918	38	0	330
19,42,	137	20	0	20	27477	32	504	0	0	0	0	2	504	4451	40	0	329
19,43,	137	19	0	19	27778	32	166	0	0	0	0	1	166	2929	38	0	330
19,44,	137	17	0	17	27774	32	163	0	0	0	0	1	163	2716	34	0	330
19,45,	137	20	0	20	27777	32	164	0	0	0	0	1	164	2897	40	0	330
19,46,	134	134	57	191	26441	32	18427	5	5	5	1	14	18238	32250	372	189	311
19,47,	137	75	0	75	28003	32	8922	0	0	0	0	2	8922	12332	148	0	329
19,48,	137	62	0	62	27966	31	2770	0	0	0	0	1	2770	5928	124	0	330
19,49,	136	63	9	72	27700	31	2674	1	1	1	1	1	2670	7610	144	4	329
19,50,	137	66	0	66	27920	32	1533	0	0	0	0	1	1533	5468	132	0	330
19,51,	137	83	0	83	28022	31	5256	0	0	0	0	1	5256	7622	166	0	330
19,52,	137	86	0	86	28057	31	9390	0	0	0	0	1	9390	11692	172	0	330
19,53,	137	40	16	56	25964	31	7149	2	2	2	1	6	6333	30317	106	816	317
19,54,	137	94	5	99	27879	32	12513	1	1	1	1	4	12504	18093	196	9	326
19,55,	137	65	0	65	27974	31	2866	0	0	0	0	1	2866	5935	128	0	330
19,56,	137	72	0	72	27950	31	2990	0	0	0	0	1	2990	6449	144	0	330
19,57,	137	78	12	90	27814	31	4926	2	2	2	1	1	4796	10857	180	130	328
19,58,	136	64	9	73	27547	31	3571	1	1	1	1	2	3381	9861	144	190	328
19,59,	137	50	0	50	27909	32	649	0	0	0	0	1	649	4543	100	0	330
19,60,	137	60	0	60	27793	31	2032	0	0	0	0	2	2032	7147	120	0	329
19,61,	137	43	0	43	27879	32	1032	0	0	0	0	1	1032	4972	86	0	330
19,62,	138	42	0	42	28117	32	1164	0	0	0	0	1	1164	4451	84	0	330
19,63,	137	51	0	51	27945	32	1153	0	0	0	0	1	1153	4600	102	0	330
19,64,	137	49	0	49	27926	32	839	0	0	0	0	1	839	4598	98	0	330
19,65,	137	57	0	57	27962	32	1502	0	0	0	0	1	1502	4680	114	0	330
19,66,	137	36	0	36	27888	32	525	0	0	0	0	1	525	4037	70	0	330
19,67,	137	39	0	39	27925	32	905	0	0	0	0	1	905	4057	76	0	330
19,68,	137	50	0	50	27940	32	1021	0	0	0	0	1	1021	4548	100	0	330
19,69,	137	33	0	33	27871	32	728	0	0	0	0	1	728	4258	66	0	330
19,70,	137	30	0	30	27868	32	557	0	0	0	0	1	557	3966	60	0	330
19,71,	137	38	0	38	27876	32	664	0	0	0	0	1	664	4346	76	0	330
19,72,	137	31	0	31	27883	32	319	0	0	0	0	1	319	3902	62	0	330
19,73,	138	26	0	26	28047	31	353	0	0	0	0	1	353	4154	52	0	330
19,74,	137	34	0	34	27866	32	485	0	0	0	0	1	485	4131	68	0	330
19,75,	137	25	0	25	27857	32	330	0	0	0	0	1	330	3608	50	0	330
19,76,	138	23	0	23	28051	32	170	0	0	0	0	1	170	3581	46	0	330
19,77,	138	22	0	22	28010	32	229	0	0	0	0	1	229	3741	44	0	330
19,78,	138	22	0	22	28010	32	227	0	0	0	0	1	227	3795	44	0	330
19,79,	137	28	0	28	27857	32	433	0	0	0	0	1	433	3825	56	0	330
19,80,	138	21	0	21	28010	32	163	0	0	0	0	1	163	3810	42	0	330
